title,synthetic_review,review_rating
TOMNEW 150ML Aromatherapy Diffuser Ultrasonic Essential Oil Diffuser Kids Room Fragrance Mini Aroma Humidifier Wood Grain Waterless Auto Shut-Off and 7 Color LED Lights Changing for Yoga Baby (Black),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 686ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Vyotech Nutritionals Immune Support Supplement, Immune HD, Elderberry & Echinacea, Vitamin C, Vitamin D, Zinc, Calcium, Turmeric","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 675ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"KetoneAid KE4 Pro Ketone Ester Drink | Not a Ketone Salt, No Sugar, No Caffeine | Exogenous D-BHB Ester | 12 Serving Per Bottle (12 Count)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 659.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Belly Drainage Ginger Oil, Ginger Essential Oil for Belly Fat, Pure, Therapeutic Grade Ginger Oil for Lymphatic Drainage Massage, Body Massage, Swelling and Pain Relief (2 Packs)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 602ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"MUJERBAY Foot Massager with Heat, Shiatsu Foot Massager Machine, Full-Cover Air Compression Deep Kneading Foot Massager, for Plantar Fasciitis Feet Massager (with Remote Control)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 603ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"IEKEODI Wrist Brace, Carpal Tunnel Wrist Brace Night Support, Wrist Support, Carpal Tunnel Relief,Made for Arthritis, Tendonitis, Sprains, RSI, Sports Injuries Adjustable,Black","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 597ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"DonJoy Performance ANAFORM Shin Splint Compression Sleeve: Black, Medium","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 560ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Nootropic Brain Booster Memory Supplement Gummy for Concentration & Mental Focus - Brain Health & Energy with B12, Phosphatidylserine, Coffee Extract, Nature's Vitamins for Men & Women - 120 Gummies","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 559ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Digging Dolls: 1 lb Tumbled Polychrome Jasper Stones from Madagascar - 0.75"" to 1.50"" Avg Rocks for Crafts, Art, Crystal Healing, Wicca, Reiki and More!","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 558ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
O2TOTES Ultra Lightweight Backpack For Inogen One G3 Unit (Patented Design) (black) Lightweight at under 14 ounces,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 528.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
6pcs Mixed Beads Pearl Cage Pendant Cylinder Silver Essential Oil Diffuser Locket Necklace Jewelry Making,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 522ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Vital Nutrients - Tension Ease with Ashwagandha - for Relief of Occasional Nervous Tension - 60 Vegetarian Capsules per Bottle,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 499ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Langer Biomechanics Ppt Molded Standard Comfort Insoles Women 9-10 Standard - Model 24230 - Pair,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 487ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Vaunn Medical Adjustable Bathtub Safety Rail Shower Grab Bar Handle,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 415.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Back Stretcher, Back Stretching Device Relief for Sciatica, Scoliosis, Back Pain, Herniated Disc, Pain Relief and Lower and Upper Back Stretcher Support","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 397ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Futurebiotics Garlic, Echinacea Goldenseal+, Supplement with Deodorized Garlic Extract, Standardized Echinacea, 60 tablets (Pack of 2)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 359ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Naturade Probiotics Size 30ct Naturade Probiotics 30ct,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 355ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Twinlab Super Twin EPA/DHA Fish Oil 1250mg, 100 Softgels (Pack of 2)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 266.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"ExpressionMed - Adhesive Patch for Libre (10-Pack) - Made in The USA, Waterproof, Split Backing, CGM Tape (Henna)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 256ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NOW Supplements, Noni (Morinda citrifolia) 450 mg, Free Radical Scavenger*, 90 Veg Capsules","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 250.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
My Eardoc Plus,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 211ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Drive Medical Universal Walker Tray With Cup Holder Grey Drive,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 197.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Massage Gun, GLE2016 Professional Deep Tissue Percussion Massager Gun, 6 Speed Cordless Handheld Fascia Gun for Athletes, Handheld Electric Back Massagers Gun (Silver)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 187.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
60ml 2oz Portable Empty White Plastic Bottles Pill Solid Powder Medicine Chemical Bottles Pill Tablet Holder Storage Container Case Box (6PCS),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 167ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Astaxanthin Supplements 24mg Powerful Antioxidant with Grape Seed Oil, Ashwagandha Root Extract, Organic Coconut Oil & MCT Oil for Skin, Eyes, Joint Health & Immune, Vegan, Non-GMO - 150 Softgels","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 106ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Gel orgasmic Intense, 10 ml, Durex","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 86.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Foot Sleeve for the Best Heel and Ankle Support – Relief for Arthritis, Arch Pain, Callus, Foot Pain – Best for Running, Hiking and Sports","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 86ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"7774651 PT# 1525-0 Tape Blenderm Surgical 1/2""x5yd Plastic Adh Clr Waterproof 24/Bx Made by 3M Medical Products","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 84.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Bluebonnet Nutrition Multi One (with Iron) Vegetable Capsules, Complete Full Spectrum Multiple Vitamin Supplement, B Vitamins, Gluten Free, Milk Free, Kosher, 90 Vegetable Capsules, 3 Month Supply","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 66ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Ambutech Fibergls 5-Sec. Folding Cane-Pencil- 62in,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.97s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Silk Sleep or Eye Mask, Mulberry Silk Eye Shades for Sleeping with Adjustable Strap, Sleeping Mask for Migraine Travel Nap Dry Eyes Black","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.967s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Lifeable Vitamin D3 + K2 - Great Tasting Natural Flavor Gummy Supplement Vitamins - Gluten Free Vegetarian and Non-GMO Chewable - for Strong and Healthy Bones - 60 Gummies (Adults),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.966s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Herbal Terra LLC Lemon Balm (Melissa Officinalis) Glycerite, Organic Dried Leaves Alcohol-Free Liquid Extract 2 oz","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.962s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
